nombre_embalse	fecha	hora	cota
MACHICURA	2022-08-30	12	256,98
MAULE	2022-08-30	12	2158,41
MELADO	2022-08-30	12	643,25
PANGUE	2022-08-30	12	508,66
POLCURA	2022-08-30	12	734,8
RALCO	2022-08-30	12	723,25
RAPEL	2022-08-30	12	104,26
ANGOSTURA	2022-08-30	13	316,66
CHAPO	2022-08-30	13	239,59
COLBUN	2022-08-30	13	422,37
INVERNADA	2022-08-30	13	1282,6
LAJA	2022-08-30	13	1316,38
MACHICURA	2022-08-30	13	256,98
MAULE	2022-08-30	13	2158,41
MELADO	2022-08-30	13	643,3
PANGUE	2022-08-30	13	508,69
POLCURA	2022-08-30	13	734,82
RALCO	2022-08-30	13	723,23
RAPEL	2022-08-30	13	104,27
ANGOSTURA	2022-08-30	14	316,63
CHAPO	2022-08-30	14	239,59
COLBUN	2022-08-30	14	422,36
INVERNADA	2022-08-30	14	1282,61
LAJA	2022-08-30	14	1316,38
MACHICURA	2022-08-30	14	256,97
MAULE	2022-08-30	14	2158,41
MELADO	2022-08-30	14	643,36
PANGUE	2022-08-30	14	508,74
POLCURA	2022-08-30	14	734,84
RALCO	2022-08-30	14	723,22
RAPEL	2022-08-30	14	104,27
ANGOSTURA	2022-08-30	15	316,69
CHAPO	2022-08-30	15	239,59
COLBUN	2022-08-30	15	422,34
INVERNADA	2022-08-30	15	1282,61
LAJA	2022-08-30	15	1316,38
MACHICURA	2022-08-30	15	256,99
MAULE	2022-08-30	15	2158,41
MELADO	2022-08-30	15	643,41
PANGUE	2022-08-30	15	508,8
POLCURA	2022-08-30	15	734,86
RALCO	2022-08-30	15	723,2
RAPEL	2022-08-30	15	104,28
ANGOSTURA	2022-08-30	16	316,68
CHAPO	2022-08-30	16	239,59
COLBUN	2022-08-30	16	422,33
INVERNADA	2022-08-30	16	1282,62
LAJA	2022-08-30	16	1316,38
MACHICURA	2022-08-30	16	257,01
MAULE	2022-08-30	16	2158,41
MELADO	2022-08-30	16	643,46
PANGUE	2022-08-30	16	508,82
POLCURA	2022-08-30	16	734,96
RALCO	2022-08-30	16	723,17
RAPEL	2022-08-30	16	104,28
ANGOSTURA	2022-08-30	17	316,69
CHAPO	2022-08-30	17	239,58
COLBUN	2022-08-30	17	422,32
INVERNADA	2022-08-30	17	1282,62
LAJA	2022-08-30	17	1316,38
MACHICURA	2022-08-30	17	257,04
MAULE	2022-08-30	17	2158,41
MELADO	2022-08-30	17	643,51
PANGUE	2022-08-30	17	508,79
POLCURA	2022-08-30	17	735,0
RALCO	2022-08-30	17	723,16
RAPEL	2022-08-30	17	104,29
ANGOSTURA	2022-08-30	18	316,7
CHAPO	2022-08-30	18	239,58
COLBUN	2022-08-30	18	422,3
INVERNADA	2022-08-30	18	1282,63
LAJA	2022-08-30	18	1316,38
MACHICURA	2022-08-30	18	257,06
MAULE	2022-08-30	18	2158,41
MELADO	2022-08-30	18	643,52
PANGUE	2022-08-30	18	508,77
POLCURA	2022-08-30	18	735,18
RALCO	2022-08-30	18	723,15
RAPEL	2022-08-30	18	104,28
ANGOSTURA	2022-08-30	19	316,62
CHAPO	2022-08-30	19	239,57
COLBUN	2022-08-30	19	422,29
INVERNADA	2022-08-30	19	1282,63
LAJA	2022-08-30	19	1316,38
MACHICURA	2022-08-30	19	257,07
MAULE	2022-08-30	19	2158,41
MELADO	2022-08-30	19	643,4
PANGUE	2022-08-30	19	508,68
POLCURA	2022-08-30	19	735,35
RALCO	2022-08-30	19	723,12
RAPEL	2022-08-30	19	104,26
ANGOSTURA	2022-08-30	20	316,55
CHAPO	2022-08-30	20	239,57
COLBUN	2022-08-30	20	422,29
INVERNADA	2022-08-30	20	1282,63
LAJA	2022-08-30	20	1316,38
MACHICURA	2022-08-30	20	257,06
MAULE	2022-08-30	20	2158,41
MELADO	2022-08-30	20	643,3
PANGUE	2022-08-30	20	508,66
POLCURA	2022-08-30	20	735,38
RALCO	2022-08-30	20	723,1
RAPEL	2022-08-30	20	104,24
ANGOSTURA	2022-08-30	21	316,49
CHAPO	2022-08-30	21	239,56
COLBUN	2022-08-30	21	422,3
INVERNADA	2022-08-30	21	1282,62
LAJA	2022-08-30	21	1316,38
MACHICURA	2022-08-30	21	257,06
MAULE	2022-08-30	21	2158,41
MELADO	2022-08-30	21	643,19
PANGUE	2022-08-30	21	508,66
POLCURA	2022-08-30	21	735,32
RALCO	2022-08-30	21	723,1
RAPEL	2022-08-30	21	104,22
ANGOSTURA	2022-08-30	22	316,39
CHAPO	2022-08-30	22	239,56
COLBUN	2022-08-30	22	422,3
INVERNADA	2022-08-30	22	1282,62
LAJA	2022-08-30	22	1316,38
MACHICURA	2022-08-30	22	257,04
MAULE	2022-08-30	22	2158,41
MELADO	2022-08-30	22	643,11
PANGUE	2022-08-30	22	508,62
POLCURA	2022-08-30	22	735,25
RALCO	2022-08-30	22	723,09
RAPEL	2022-08-30	22	104,21
ANGOSTURA	2022-08-30	23	316,34
CHAPO	2022-08-30	23	239,55
COLBUN	2022-08-30	23	422,3
INVERNADA	2022-08-30	23	1282,62
LAJA	2022-08-30	23	1316,38
MACHICURA	2022-08-30	23	257,07
MAULE	2022-08-30	23	2158,41
MELADO	2022-08-30	23	643,05
PANGUE	2022-08-30	23	508,56
POLCURA	2022-08-30	23	735,2
RALCO	2022-08-30	23	723,05
RAPEL	2022-08-30	23	104,2
ANGOSTURA	2022-08-30	24	316,34
CHAPO	2022-08-30	24	239,55
COLBUN	2022-08-30	24	422,3
INVERNADA	2022-08-30	24	1282,62
LAJA	2022-08-30	24	1316,41
MACHICURA	2022-08-30	24	257,07
MAULE	2022-08-30	24	2158,38
MELADO	2022-08-30	24	643,0
PANGUE	2022-08-30	24	508,5
POLCURA	2022-08-30	24	735,15
RALCO	2022-08-30	24	723,05
RAPEL	2022-08-30	24	104,19
ANGOSTURA	2022-08-31	1	316,34
CHAPO	2022-08-31	1	239,54
COLBUN	2022-08-31	1	422,3
INVERNADA	2022-08-31	1	1282,63
LAJA	2022-08-31	1	1316,41
MACHICURA	2022-08-31	1	257,08
MAULE	2022-08-31	1	2158,38
MELADO	2022-08-31	1	642,95
PANGUE	2022-08-31	1	508,41
POLCURA	2022-08-31	1	735,1
RALCO	2022-08-31	1	723,04
RAPEL	2022-08-31	1	104,19
ANGOSTURA	2022-08-31	2	316,42
CHAPO	2022-08-31	2	239,54
COLBUN	2022-08-31	2	422,31
INVERNADA	2022-08-31	2	1282,63
LAJA	2022-08-31	2	1316,41
MACHICURA	2022-08-31	2	257,07
MAULE	2022-08-31	2	2158,38
MELADO	2022-08-31	2	642,89
PANGUE	2022-08-31	2	508,25
POLCURA	2022-08-31	2	735,04
RALCO	2022-08-31	2	723,04
RAPEL	2022-08-31	2	104,19
ANGOSTURA	2022-08-31	3	316,46
CHAPO	2022-08-31	3	239,54
COLBUN	2022-08-31	3	422,33
INVERNADA	2022-08-31	3	1282,64
LAJA	2022-08-31	3	1316,41
MACHICURA	2022-08-31	3	256,95
MAULE	2022-08-31	3	2158,38
MELADO	2022-08-31	3	642,8
PANGUE	2022-08-31	3	508,27
POLCURA	2022-08-31	3	735,0
RALCO	2022-08-31	3	723,03
RAPEL	2022-08-31	3	104,19
ANGOSTURA	2022-08-31	4	316,44
CHAPO	2022-08-31	4	239,54
COLBUN	2022-08-31	4	422,35
INVERNADA	2022-08-31	4	1282,64
LAJA	2022-08-31	4	1316,41
MACHICURA	2022-08-31	4	256,81
MAULE	2022-08-31	4	2158,38
MELADO	2022-08-31	4	642,71
PANGUE	2022-08-31	4	508,35
POLCURA	2022-08-31	4	734,96
RALCO	2022-08-31	4	723,01
RAPEL	2022-08-31	4	104,19
ANGOSTURA	2022-08-31	5	316,39
CHAPO	2022-08-31	5	239,53
COLBUN	2022-08-31	5	422,35
INVERNADA	2022-08-31	5	1282,65
LAJA	2022-08-31	5	1316,41
MACHICURA	2022-08-31	5	256,83
MAULE	2022-08-31	5	2158,38
MELADO	2022-08-31	5	642,9
PANGUE	2022-08-31	5	508,38
POLCURA	2022-08-31	5	734,91
RALCO	2022-08-31	5	722,99
RAPEL	2022-08-31	5	104,19
ANGOSTURA	2022-08-31	6	316,33
CHAPO	2022-08-31	6	239,53
COLBUN	2022-08-31	6	422,33
INVERNADA	2022-08-31	6	1282,65
LAJA	2022-08-31	6	1316,41
MACHICURA	2022-08-31	6	256,83
MAULE	2022-08-31	6	2158,38
MELADO	2022-08-31	6	643,09
PANGUE	2022-08-31	6	508,43
POLCURA	2022-08-31	6	734,84
RALCO	2022-08-31	6	722,98
RAPEL	2022-08-31	6	104,19
ANGOSTURA	2022-08-31	7	316,23
CHAPO	2022-08-31	7	239,53
COLBUN	2022-08-31	7	422,31
INVERNADA	2022-08-31	7	1282,65
LAJA	2022-08-31	7	1316,41
MACHICURA	2022-08-31	7	256,83
MAULE	2022-08-31	7	2158,38
MELADO	2022-08-31	7	643,12
PANGUE	2022-08-31	7	508,38
POLCURA	2022-08-31	7	734,84
RALCO	2022-08-31	7	722,98
RAPEL	2022-08-31	7	104,18
ANGOSTURA	2022-08-31	8	316,14
CHAPO	2022-08-31	8	239,53
COLBUN	2022-08-31	8	422,31
INVERNADA	2022-08-31	8	1282,66
LAJA	2022-08-31	8	1316,41
MACHICURA	2022-08-31	8	256,81
MAULE	2022-08-31	8	2158,38
MELADO	2022-08-31	8	643,1
PANGUE	2022-08-31	8	508,33
POLCURA	2022-08-31	8	734,72
RALCO	2022-08-31	8	722,97
RAPEL	2022-08-31	8	104,18
ANGOSTURA	2022-08-31	9	316,27
CHAPO	2022-08-31	9	239,52
COLBUN	2022-08-31	9	422,3
INVERNADA	2022-08-31	9	1282,66
LAJA	2022-08-31	9	1316,41
MACHICURA	2022-08-31	9	256,82
MAULE	2022-08-31	9	2158,38
MELADO	2022-08-31	9	643,09
PANGUE	2022-08-31	9	508,38
POLCURA	2022-08-31	9	734,68
RALCO	2022-08-31	9	722,97
RAPEL	2022-08-31	9	104,18
ANGOSTURA	2022-08-31	10	316,32
CHAPO	2022-08-31	10	239,52
COLBUN	2022-08-31	10	422,3
INVERNADA	2022-08-31	10	1282,66
LAJA	2022-08-31	10	1316,41
MACHICURA	2022-08-31	10	256,83
MAULE	2022-08-31	10	2158,38
MELADO	2022-08-31	10	643,15
PANGUE	2022-08-31	10	508,42
POLCURA	2022-08-31	10	734,68
RALCO	2022-08-31	10	722,95
RAPEL	2022-08-31	10	104,18
ANGOSTURA	2022-08-31	11	316,31
CHAPO	2022-08-31	11	239,51
COLBUN	2022-08-31	11	422,29
INVERNADA	2022-08-31	11	1282,67
LAJA	2022-08-31	11	1316,41
MACHICURA	2022-08-31	11	256,84
MAULE	2022-08-31	11	2158,38
MELADO	2022-08-31	11	643,22
PANGUE	2022-08-31	11	508,37
POLCURA	2022-08-31	11	734,65
RALCO	2022-08-31	11	722,94
RAPEL	2022-08-31	11	104,18
ANGOSTURA	2022-08-31	12	316,33
CHAPO	2022-08-31	12	239,51
COLBUN	2022-08-31	12	422,29
INVERNADA	2022-08-31	12	1282,67
LAJA	2022-08-31	12	1316,41
MACHICURA	2022-08-31	12	256,87
MAULE	2022-08-31	12	2158,38
MELADO	2022-08-31	12	643,27
PANGUE	2022-08-31	12	508,25
POLCURA	2022-08-31	12	734,59
RALCO	2022-08-31	12	722,93
RAPEL	2022-08-31	12	104,19
ANGOSTURA	2022-08-31	13	316,44
CHAPO	2022-08-31	13	239,5
COLBUN	2022-08-31	13	422,28
INVERNADA	2022-08-31	13	1282,67
LAJA	2022-08-31	13	1316,41
MACHICURA	2022-08-31	13	256,85
MAULE	2022-08-31	13	2158,38
MELADO	2022-08-31	13	643,21
PANGUE	2022-08-31	13	508,17
POLCURA	2022-08-31	13	734,54
RALCO	2022-08-31	13	722,93
RAPEL	2022-08-31	13	104,2
ANGOSTURA	2022-08-31	14	316,55
CHAPO	2022-08-31	14	239,5
COLBUN	2022-08-31	14	422,29
INVERNADA	2022-08-31	14	1282,67
LAJA	2022-08-31	14	1316,41
MACHICURA	2022-08-31	14	256,79
MAULE	2022-08-31	14	2158,38
MELADO	2022-08-31	14	643,14
PANGUE	2022-08-31	14	508,11
POLCURA	2022-08-31	14	734,47
RALCO	2022-08-31	14	722,91
RAPEL	2022-08-31	14	104,2
ANGOSTURA	2022-08-31	15	316,66
CHAPO	2022-08-31	15	239,5
COLBUN	2022-08-31	15	422,3
INVERNADA	2022-08-31	15	1282,68
LAJA	2022-08-31	15	1316,41
MACHICURA	2022-08-31	15	256,73
MAULE	2022-08-31	15	2158,38
MELADO	2022-08-31	15	643,09
PANGUE	2022-08-31	15	508,06
POLCURA	2022-08-31	15	734,42
RALCO	2022-08-31	15	722,88
RAPEL	2022-08-31	15	104,21
ANGOSTURA	2022-08-31	16	316,76
CHAPO	2022-08-31	16	239,5
COLBUN	2022-08-31	16	422,29
INVERNADA	2022-08-31	16	1282,68
LAJA	2022-08-31	16	1316,41
MACHICURA	2022-08-31	16	256,74
MAULE	2022-08-31	16	2158,38
MELADO	2022-08-31	16	643,05
PANGUE	2022-08-31	16	508,07
POLCURA	2022-08-31	16	734,39
RALCO	2022-08-31	16	722,87
RAPEL	2022-08-31	16	104,22
ANGOSTURA	2022-08-31	17	316,9
CHAPO	2022-08-31	17	239,49
COLBUN	2022-08-31	17	422,29
INVERNADA	2022-08-31	17	1282,68
LAJA	2022-08-31	17	1316,41
MACHICURA	2022-08-31	17	256,76
MAULE	2022-08-31	17	2158,38
MELADO	2022-08-31	17	643,01
PANGUE	2022-08-31	17	508,21
POLCURA	2022-08-31	17	734,35
RALCO	2022-08-31	17	722,85
RAPEL	2022-08-31	17	104,22
ANGOSTURA	2022-08-31	18	316,82
CHAPO	2022-08-31	18	239,49
COLBUN	2022-08-31	18	422,28
INVERNADA	2022-08-31	18	1282,68
LAJA	2022-08-31	18	1316,41
MACHICURA	2022-08-31	18	256,77
MAULE	2022-08-31	18	2158,38
MELADO	2022-08-31	18	642,93
PANGUE	2022-08-31	18	508,35
POLCURA	2022-08-31	18	734,29
RALCO	2022-08-31	18	722,84
RAPEL	2022-08-31	18	104,22
ANGOSTURA	2022-08-31	19	316,6
CHAPO	2022-08-31	19	239,48
COLBUN	2022-08-31	19	422,29
INVERNADA	2022-08-31	19	1282,69
LAJA	2022-08-31	19	1316,41
MACHICURA	2022-08-31	19	256,8
MAULE	2022-08-31	19	2158,38
MELADO	2022-08-31	19	642,8
PANGUE	2022-08-31	19	508,38
POLCURA	2022-08-31	19	734,26
RALCO	2022-08-31	19	722,82
RAPEL	2022-08-31	19	104,21
ANGOSTURA	2022-08-31	20	316,42
CHAPO	2022-08-31	20	239,48
COLBUN	2022-08-31	20	422,28
INVERNADA	2022-08-31	20	1282,69
LAJA	2022-08-31	20	1316,41
MACHICURA	2022-08-31	20	256,82
MAULE	2022-08-31	20	2158,38
MELADO	2022-08-31	20	642,7
PANGUE	2022-08-31	20	508,4
POLCURA	2022-08-31	20	734,18
RALCO	2022-08-31	20	722,8
RAPEL	2022-08-31	20	104,2
ANGOSTURA	2022-08-31	21	316,29
CHAPO	2022-08-31	21	239,47
COLBUN	2022-08-31	21	422,28
INVERNADA	2022-08-31	21	1282,7
LAJA	2022-08-31	21	1316,41
MACHICURA	2022-08-31	21	256,89
MAULE	2022-08-31	21	2158,38
MELADO	2022-08-31	21	642,68
PANGUE	2022-08-31	21	508,34
POLCURA	2022-08-31	21	734,13
RALCO	2022-08-31	21	722,79
RAPEL	2022-08-31	21	104,19
ANGOSTURA	2022-08-31	22	316,21
CHAPO	2022-08-31	22	239,47
COLBUN	2022-08-31	22	422,28
INVERNADA	2022-08-31	22	1282,7
LAJA	2022-08-31	22	1316,41
MACHICURA	2022-08-31	22	256,91
MAULE	2022-08-31	22	2158,38
MELADO	2022-08-31	22	642,59
PANGUE	2022-08-31	22	508,3
POLCURA	2022-08-31	22	734,07
RALCO	2022-08-31	22	722,76
RAPEL	2022-08-31	22	104,18
ANGOSTURA	2022-08-31	23	316,16
CHAPO	2022-08-31	23	239,46
COLBUN	2022-08-31	23	422,28
INVERNADA	2022-08-31	23	1282,7
LAJA	2022-08-31	23	1316,41
MACHICURA	2022-08-31	23	256,97
MAULE	2022-08-31	23	2158,38
MELADO	2022-08-31	23	642,47
PANGUE	2022-08-31	23	508,25
POLCURA	2022-08-31	23	734,02
RALCO	2022-08-31	23	722,74
RAPEL	2022-08-31	23	104,17
ANGOSTURA	2022-08-31	24	316,16
CHAPO	2022-08-31	24	239,46
COLBUN	2022-08-31	24	422,28
INVERNADA	2022-08-31	24	1282,69
LAJA	2022-08-31	24	1316,57
MACHICURA	2022-08-31	24	256,97
MAULE	2022-08-31	24	2158,37
MELADO	2022-08-31	24	642,38
PANGUE	2022-08-31	24	508,21
POLCURA	2022-08-31	24	734,0
RALCO	2022-08-31	24	722,72
RAPEL	2022-08-31	24	104,16
ANGOSTURA	2022-09-01	1	316,16
CHAPO	2022-09-01	1	239,45
COLBUN	2022-09-01	1	422,29
INVERNADA	2022-09-01	1	1282,69
LAJA	2022-09-01	1	1316,57
MACHICURA	2022-09-01	1	256,95
MAULE	2022-09-01	1	2158,37
MELADO	2022-09-01	1	642,35
PANGUE	2022-09-01	1	508,17
POLCURA	2022-09-01	1	734,01
RALCO	2022-09-01	1	722,71
RAPEL	2022-09-01	1	104,16
ANGOSTURA	2022-09-01	2	316,3
CHAPO	2022-09-01	2	239,45
COLBUN	2022-09-01	2	422,29
INVERNADA	2022-09-01	2	1282,69
LAJA	2022-09-01	2	1316,57
MACHICURA	2022-09-01	2	256,94
MAULE	2022-09-01	2	2158,37
MELADO	2022-09-01	2	642,31
PANGUE	2022-09-01	2	508,1
POLCURA	2022-09-01	2	734,07
RALCO	2022-09-01	2	722,69
RAPEL	2022-09-01	2	104,15
ANGOSTURA	2022-09-01	3	316,47
CHAPO	2022-09-01	3	239,45
COLBUN	2022-09-01	3	422,29
INVERNADA	2022-09-01	3	1282,69
LAJA	2022-09-01	3	1316,57
MACHICURA	2022-09-01	3	256,87
MAULE	2022-09-01	3	2158,37
MELADO	2022-09-01	3	642,38
PANGUE	2022-09-01	3	508,04
POLCURA	2022-09-01	3	734,11
RALCO	2022-09-01	3	722,67
RAPEL	2022-09-01	3	104,14
ANGOSTURA	2022-09-01	4	316,65
CHAPO	2022-09-01	4	239,45
COLBUN	2022-09-01	4	422,28
INVERNADA	2022-09-01	4	1282,7
LAJA	2022-09-01	4	1316,57
MACHICURA	2022-09-01	4	256,85
MAULE	2022-09-01	4	2158,37
MELADO	2022-09-01	4	642,46
PANGUE	2022-09-01	4	508,03
POLCURA	2022-09-01	4	734,13
RALCO	2022-09-01	4	722,66
RAPEL	2022-09-01	4	104,14
ANGOSTURA	2022-09-01	5	316,82
CHAPO	2022-09-01	5	239,44
COLBUN	2022-09-01	5	422,28
INVERNADA	2022-09-01	5	1282,69
LAJA	2022-09-01	5	1316,57
MACHICURA	2022-09-01	5	256,81
MAULE	2022-09-01	5	2158,37
MELADO	2022-09-01	5	642,52
PANGUE	2022-09-01	5	508,09
POLCURA	2022-09-01	5	734,15
RALCO	2022-09-01	5	722,66
RAPEL	2022-09-01	5	104,13
ANGOSTURA	2022-09-01	6	316,88
CHAPO	2022-09-01	6	239,44
COLBUN	2022-09-01	6	422,27
INVERNADA	2022-09-01	6	1282,69
LAJA	2022-09-01	6	1316,57
MACHICURA	2022-09-01	6	256,79
MAULE	2022-09-01	6	2158,37
MELADO	2022-09-01	6	642,58
PANGUE	2022-09-01	6	508,16
POLCURA	2022-09-01	6	734,2
RALCO	2022-09-01	6	722,62
RAPEL	2022-09-01	6	104,12
ANGOSTURA	2022-09-01	7	316,76
CHAPO	2022-09-01	7	239,43
COLBUN	2022-09-01	7	422,26
INVERNADA	2022-09-01	7	1282,7
LAJA	2022-09-01	7	1316,57
MACHICURA	2022-09-01	7	256,8
MAULE	2022-09-01	7	2158,37
MELADO	2022-09-01	7	642,61
PANGUE	2022-09-01	7	508,15
POLCURA	2022-09-01	7	734,22
RALCO	2022-09-01	7	722,61
RAPEL	2022-09-01	7	104,11
ANGOSTURA	2022-09-01	8	316,66
CHAPO	2022-09-01	8	239,43
COLBUN	2022-09-01	8	422,26
INVERNADA	2022-09-01	8	1282,7
LAJA	2022-09-01	8	1316,57
MACHICURA	2022-09-01	8	256,79
MAULE	2022-09-01	8	2158,37
MELADO	2022-09-01	8	642,56
PANGUE	2022-09-01	8	508,16
POLCURA	2022-09-01	8	734,2
RALCO	2022-09-01	8	722,59
RAPEL	2022-09-01	8	104,1
ANGOSTURA	2022-09-01	9	316,66
CHAPO	2022-09-01	9	239,42
COLBUN	2022-09-01	9	422,26
INVERNADA	2022-09-01	9	1282,7
LAJA	2022-09-01	9	1316,57
MACHICURA	2022-09-01	9	256,74
MAULE	2022-09-01	9	2158,37
MELADO	2022-09-01	9	642,6
PANGUE	2022-09-01	9	508,27
POLCURA	2022-09-01	9	734,19
RALCO	2022-09-01	9	722,58
RAPEL	2022-09-01	9	104,09
ANGOSTURA	2022-09-01	10	316,62
CHAPO	2022-09-01	10	239,42
COLBUN	2022-09-01	10	422,26
INVERNADA	2022-09-01	10	1282,7
LAJA	2022-09-01	10	1316,57
MACHICURA	2022-09-01	10	256,66
MAULE	2022-09-01	10	2158,37
MELADO	2022-09-01	10	642,56
PANGUE	2022-09-01	10	508,26
POLCURA	2022-09-01	10	734,18
RALCO	2022-09-01	10	722,58
RAPEL	2022-09-01	10	104,09
ANGOSTURA	2022-09-01	11	316,42
CHAPO	2022-09-01	11	239,42
COLBUN	2022-09-01	11	422,29
INVERNADA	2022-09-01	11	1282,71
LAJA	2022-09-01	11	1316,57
MACHICURA	2022-09-01	11	256,54
MAULE	2022-09-01	11	2158,37
MELADO	2022-09-01	11	642,49
PANGUE	2022-09-01	11	508,29
POLCURA	2022-09-01	11	734,14
RALCO	2022-09-01	11	722,57
RAPEL	2022-09-01	11	104,1
ANGOSTURA	2022-09-01	12	316,29
CHAPO	2022-09-01	12	239,42
COLBUN	2022-09-01	12	422,3
INVERNADA	2022-09-01	12	1282,72
LAJA	2022-09-01	12	1316,57
MACHICURA	2022-09-01	12	256,5
MAULE	2022-09-01	12	2158,37
MELADO	2022-09-01	12	642,53
PANGUE	2022-09-01	12	508,25
POLCURA	2022-09-01	12	734,09
RALCO	2022-09-01	12	722,57
RAPEL	2022-09-01	12	104,1
ANGOSTURA	2022-09-01	13	316,25
CHAPO	2022-09-01	13	239,41
COLBUN	2022-09-01	13	422,3
INVERNADA	2022-09-01	13	1282,73
LAJA	2022-09-01	13	1316,57
MACHICURA	2022-09-01	13	256,47
MAULE	2022-09-01	13	2158,37
MELADO	2022-09-01	13	642,6
PANGUE	2022-09-01	13	508,34
POLCURA	2022-09-01	13	734,05
RALCO	2022-09-01	13	722,58
RAPEL	2022-09-01	13	104,11
ANGOSTURA	2022-09-01	14	316,17
CHAPO	2022-09-01	14	239,41
COLBUN	2022-09-01	14	422,32
INVERNADA	2022-09-01	14	1282,74
LAJA	2022-09-01	14	1316,57
MACHICURA	2022-09-01	14	256,44
MAULE	2022-09-01	14	2158,37
MELADO	2022-09-01	14	642,66
PANGUE	2022-09-01	14	508,41
POLCURA	2022-09-01	14	734,0
RALCO	2022-09-01	14	722,59
RAPEL	2022-09-01	14	104,11
ANGOSTURA	2022-09-01	15	316,21
CHAPO	2022-09-01	15	239,4
COLBUN	2022-09-01	15	422,33
INVERNADA	2022-09-01	15	1282,75
LAJA	2022-09-01	15	1316,57
MACHICURA	2022-09-01	15	256,42
MAULE	2022-09-01	15	2158,37
MELADO	2022-09-01	15	642,7
PANGUE	2022-09-01	15	508,5
POLCURA	2022-09-01	15	734,02
RALCO	2022-09-01	15	722,59
RAPEL	2022-09-01	15	104,12
ANGOSTURA	2022-09-01	16	316,23
CHAPO	2022-09-01	16	239,4
COLBUN	2022-09-01	16	422,34
INVERNADA	2022-09-01	16	1282,77
LAJA	2022-09-01	16	1316,57
MACHICURA	2022-09-01	16	256,4
MAULE	2022-09-01	16	2158,37
MELADO	2022-09-01	16	642,74
PANGUE	2022-09-01	16	508,61
POLCURA	2022-09-01	16	734,35
RALCO	2022-09-01	16	722,59
RAPEL	2022-09-01	16	104,12
ANGOSTURA	2022-09-01	17	316,23
CHAPO	2022-09-01	17	239,4
COLBUN	2022-09-01	17	422,36
INVERNADA	2022-09-01	17	1282,78
LAJA	2022-09-01	17	1316,57
MACHICURA	2022-09-01	17	256,37
MAULE	2022-09-01	17	2158,37
MELADO	2022-09-01	17	642,77
PANGUE	2022-09-01	17	508,71
POLCURA	2022-09-01	17	734,62
RALCO	2022-09-01	17	722,6
RAPEL	2022-09-01	17	104,12
ANGOSTURA	2022-09-01	18	316,23
CHAPO	2022-09-01	18	239,4
COLBUN	2022-09-01	18	422,37
INVERNADA	2022-09-01	18	1282,79
LAJA	2022-09-01	18	1316,57
MACHICURA	2022-09-01	18	256,33
MAULE	2022-09-01	18	2158,37
MELADO	2022-09-01	18	642,83
PANGUE	2022-09-01	18	508,74
POLCURA	2022-09-01	18	734,77
RALCO	2022-09-01	18	722,6
RAPEL	2022-09-01	18	104,12
ANGOSTURA	2022-09-01	19	316,03
CHAPO	2022-09-01	19	239,39
COLBUN	2022-09-01	19	422,37
INVERNADA	2022-09-01	19	1282,8
LAJA	2022-09-01	19	1316,57
MACHICURA	2022-09-01	19	256,34
MAULE	2022-09-01	19	2158,37
MELADO	2022-09-01	19	642,83
PANGUE	2022-09-01	19	508,8
POLCURA	2022-09-01	19	734,82
RALCO	2022-09-01	19	722,6
RAPEL	2022-09-01	19	104,11
ANGOSTURA	2022-09-01	20	316,12
CHAPO	2022-09-01	20	239,39
COLBUN	2022-09-01	20	422,38
INVERNADA	2022-09-01	20	1282,8
LAJA	2022-09-01	20	1316,57
MACHICURA	2022-09-01	20	256,37
MAULE	2022-09-01	20	2158,37
MELADO	2022-09-01	20	642,84
PANGUE	2022-09-01	20	508,82
POLCURA	2022-09-01	20	734,87
RALCO	2022-09-01	20	722,58
RAPEL	2022-09-01	20	104,11
ANGOSTURA	2022-09-01	21	316,25
CHAPO	2022-09-01	21	239,38
COLBUN	2022-09-01	21	422,36
INVERNADA	2022-09-01	21	1282,8
LAJA	2022-09-01	21	1316,57
MACHICURA	2022-09-01	21	256,48
MAULE	2022-09-01	21	2158,37
MELADO	2022-09-01	21	642,85
PANGUE	2022-09-01	21	508,75
POLCURA	2022-09-01	21	734,88
RALCO	2022-09-01	21	722,56
RAPEL	2022-09-01	21	104,12
ANGOSTURA	2022-09-01	22	316,38
CHAPO	2022-09-01	22	239,38
COLBUN	2022-09-01	22	422,37
INVERNADA	2022-09-01	22	1282,8
LAJA	2022-09-01	22	1316,57
MACHICURA	2022-09-01	22	256,52
MAULE	2022-09-01	22	2158,37
MELADO	2022-09-01	22	642,84
PANGUE	2022-09-01	22	508,72
POLCURA	2022-09-01	22	734,95
RALCO	2022-09-01	22	722,55
RAPEL	2022-09-01	22	104,12
ANGOSTURA	2022-09-01	23	316,49
CHAPO	2022-09-01	23	239,37
COLBUN	2022-09-01	23	422,37
INVERNADA	2022-09-01	23	1282,8
LAJA	2022-09-01	23	1316,57
MACHICURA	2022-09-01	23	256,61
MAULE	2022-09-01	23	2158,37
MELADO	2022-09-01	23	642,85
PANGUE	2022-09-01	23	508,66
POLCURA	2022-09-01	23	734,92
RALCO	2022-09-01	23	722,52
RAPEL	2022-09-01	23	104,12
ANGOSTURA	2022-09-01	24	316,56
CHAPO	2022-09-01	24	239,37
COLBUN	2022-09-01	24	422,38
INVERNADA	2022-09-01	24	1282,8
LAJA	2022-09-01	24	1316,62
MACHICURA	2022-09-01	24	256,61
MAULE	2022-09-01	24	2158,38
MELADO	2022-09-01	24	642,87
