nombre_embalse	fecha	hora	cota
RALCO	2022-01-24	23	720,05
RAPEL	2022-01-24	23	103,9
ANGOSTURA	2022-01-24	24	316,21
CHAPO	2022-01-24	24	235,52
COLBUN	2022-01-24	24	428,01
INVERNADA	2022-01-24	24	1291,52
LAJA	2022-01-24	24	1317,27
MACHICURA	2022-01-24	24	256,96
MAULE	2022-01-24	24	2160,34
MELADO	2022-01-24	24	641,62
PANGUE	2022-01-24	24	508,67
POLCURA	2022-01-24	24	735,56
RALCO	2022-01-24	24	720,04
RAPEL	2022-01-24	24	103,9
ANGOSTURA	2022-01-25	1	316,22
CHAPO	2022-01-25	1	235,52
COLBUN	2022-01-25	1	428,0
INVERNADA	2022-01-25	1	1291,52
LAJA	2022-01-25	1	1317,27
MACHICURA	2022-01-25	1	257,05
MAULE	2022-01-25	1	2160,34
MELADO	2022-01-25	1	641,56
PANGUE	2022-01-25	1	508,64
POLCURA	2022-01-25	1	735,57
RALCO	2022-01-25	1	720,04
RAPEL	2022-01-25	1	103,89
ANGOSTURA	2022-01-25	2	316,24
CHAPO	2022-01-25	2	235,52
COLBUN	2022-01-25	2	427,98
INVERNADA	2022-01-25	2	1291,53
LAJA	2022-01-25	2	1317,27
MACHICURA	2022-01-25	2	257,14
MAULE	2022-01-25	2	2160,34
MELADO	2022-01-25	2	641,64
PANGUE	2022-01-25	2	508,59
POLCURA	2022-01-25	2	735,6
RALCO	2022-01-25	2	720,04
RAPEL	2022-01-25	2	103,89
ANGOSTURA	2022-01-25	3	316,26
CHAPO	2022-01-25	3	235,53
COLBUN	2022-01-25	3	427,98
INVERNADA	2022-01-25	3	1291,54
LAJA	2022-01-25	3	1317,27
MACHICURA	2022-01-25	3	257,14
MAULE	2022-01-25	3	2160,34
MELADO	2022-01-25	3	641,7
PANGUE	2022-01-25	3	508,55
POLCURA	2022-01-25	3	735,65
RALCO	2022-01-25	3	720,04
RAPEL	2022-01-25	3	103,89
ANGOSTURA	2022-01-25	4	316,28
CHAPO	2022-01-25	4	235,53
COLBUN	2022-01-25	4	427,96
INVERNADA	2022-01-25	4	1291,54
LAJA	2022-01-25	4	1317,27
MACHICURA	2022-01-25	4	257,15
MAULE	2022-01-25	4	2160,34
MELADO	2022-01-25	4	641,76
PANGUE	2022-01-25	4	508,49
POLCURA	2022-01-25	4	735,68
RALCO	2022-01-25	4	720,05
RAPEL	2022-01-25	4	103,89
ANGOSTURA	2022-01-25	5	316,3
CHAPO	2022-01-25	5	235,53
COLBUN	2022-01-25	5	427,95
INVERNADA	2022-01-25	5	1291,54
LAJA	2022-01-25	5	1317,27
MACHICURA	2022-01-25	5	257,18
MAULE	2022-01-25	5	2160,34
MELADO	2022-01-25	5	641,83
PANGUE	2022-01-25	5	508,45
POLCURA	2022-01-25	5	735,65
RALCO	2022-01-25	5	720,05
RAPEL	2022-01-25	5	103,89
ANGOSTURA	2022-01-25	6	316,32
CHAPO	2022-01-25	6	235,53
COLBUN	2022-01-25	6	427,94
INVERNADA	2022-01-25	6	1291,54
LAJA	2022-01-25	6	1317,27
MACHICURA	2022-01-25	6	257,18
MAULE	2022-01-25	6	2160,34
MELADO	2022-01-25	6	641,89
PANGUE	2022-01-25	6	508,4
POLCURA	2022-01-25	6	735,62
RALCO	2022-01-25	6	720,05
RAPEL	2022-01-25	6	103,89
ANGOSTURA	2022-01-25	7	316,33
CHAPO	2022-01-25	7	235,53
COLBUN	2022-01-25	7	427,93
INVERNADA	2022-01-25	7	1291,54
LAJA	2022-01-25	7	1317,27
MACHICURA	2022-01-25	7	256,19
MAULE	2022-01-25	7	2160,34
MELADO	2022-01-25	7	641,94
PANGUE	2022-01-25	7	508,35
POLCURA	2022-01-25	7	735,6
RALCO	2022-01-25	7	720,06
RAPEL	2022-01-25	7	103,89
ANGOSTURA	2022-01-25	8	316,35
CHAPO	2022-01-25	8	235,53
COLBUN	2022-01-25	8	427,92
INVERNADA	2022-01-25	8	1291,55
LAJA	2022-01-25	8	1317,27
MACHICURA	2022-01-25	8	257,19
MAULE	2022-01-25	8	2160,34
MELADO	2022-01-25	8	641,94
PANGUE	2022-01-25	8	508,3
POLCURA	2022-01-25	8	735,62
RALCO	2022-01-25	8	720,06
RAPEL	2022-01-25	8	103,89
ANGOSTURA	2022-01-25	9	316,37
CHAPO	2022-01-25	9	235,53
COLBUN	2022-01-25	9	427,92
INVERNADA	2022-01-25	9	1291,55
LAJA	2022-01-25	9	1317,27
MACHICURA	2022-01-25	9	257,19
MAULE	2022-01-25	9	2160,34
MELADO	2022-01-25	9	642,01
PANGUE	2022-01-25	9	508,25
POLCURA	2022-01-25	9	735,59
RALCO	2022-01-25	9	720,06
RAPEL	2022-01-25	9	103,89
ANGOSTURA	2022-01-25	10	316,38
CHAPO	2022-01-25	10	235,53
COLBUN	2022-01-25	10	427,91
INVERNADA	2022-01-25	10	1291,55
LAJA	2022-01-25	10	1317,27
MACHICURA	2022-01-25	10	257,2
MAULE	2022-01-25	10	2160,34
MELADO	2022-01-25	10	642,07
PANGUE	2022-01-25	10	508,24
POLCURA	2022-01-25	10	735,35
RALCO	2022-01-25	10	720,07
RAPEL	2022-01-25	10	103,89
ANGOSTURA	2022-01-25	11	316,4
CHAPO	2022-01-25	11	235,53
COLBUN	2022-01-25	11	427,9
INVERNADA	2022-01-25	11	1291,56
LAJA	2022-01-25	11	1317,27
MACHICURA	2022-01-25	11	257,22
MAULE	2022-01-25	11	2160,34
MELADO	2022-01-25	11	642,13
PANGUE	2022-01-25	11	508,24
POLCURA	2022-01-25	11	735,18
RALCO	2022-01-25	11	720,07
RAPEL	2022-01-25	11	103,89
ANGOSTURA	2022-01-25	12	316,4
CHAPO	2022-01-25	12	235,53
COLBUN	2022-01-25	12	427,89
INVERNADA	2022-01-25	12	1291,56
LAJA	2022-01-25	12	1317,27
MACHICURA	2022-01-25	12	257,25
MAULE	2022-01-25	12	2160,34
MELADO	2022-01-25	12	642,18
PANGUE	2022-01-25	12	508,26
POLCURA	2022-01-25	12	734,97
RALCO	2022-01-25	12	720,06
RAPEL	2022-01-25	12	103,89
ANGOSTURA	2022-01-25	13	316,39
CHAPO	2022-01-25	13	235,53
COLBUN	2022-01-25	13	427,88
INVERNADA	2022-01-25	13	1291,56
LAJA	2022-01-25	13	1317,27
MACHICURA	2022-01-25	13	257,27
MAULE	2022-01-25	13	2160,34
MELADO	2022-01-25	13	642,22
PANGUE	2022-01-25	13	508,31
POLCURA	2022-01-25	13	734,88
RALCO	2022-01-25	13	720,06
RAPEL	2022-01-25	13	103,89
ANGOSTURA	2022-01-25	14	316,38
CHAPO	2022-01-25	14	235,53
COLBUN	2022-01-25	14	427,87
INVERNADA	2022-01-25	14	1291,56
LAJA	2022-01-25	14	1317,27
MACHICURA	2022-01-25	14	257,28
MAULE	2022-01-25	14	2160,34
MELADO	2022-01-25	14	642,19
PANGUE	2022-01-25	14	508,34
POLCURA	2022-01-25	14	734,89
RALCO	2022-01-25	14	720,04
RAPEL	2022-01-25	14	103,89
ANGOSTURA	2022-01-25	15	316,37
CHAPO	2022-01-25	15	235,53
COLBUN	2022-01-25	15	427,87
INVERNADA	2022-01-25	15	1291,57
LAJA	2022-01-25	15	1317,27
MACHICURA	2022-01-25	15	257,31
MAULE	2022-01-25	15	2160,34
MELADO	2022-01-25	15	642,13
PANGUE	2022-01-25	15	508,38
POLCURA	2022-01-25	15	734,94
RALCO	2022-01-25	15	720,04
RAPEL	2022-01-25	15	103,89
ANGOSTURA	2022-01-25	16	316,35
CHAPO	2022-01-25	16	235,53
COLBUN	2022-01-25	16	427,87
INVERNADA	2022-01-25	16	1291,57
LAJA	2022-01-25	16	1317,27
MACHICURA	2022-01-25	16	257,33
MAULE	2022-01-25	16	2160,34
MELADO	2022-01-25	16	642,08
PANGUE	2022-01-25	16	508,41
POLCURA	2022-01-25	16	735,03
RALCO	2022-01-25	16	720,04
RAPEL	2022-01-25	16	103,89
ANGOSTURA	2022-01-25	17	316,34
CHAPO	2022-01-25	17	235,53
COLBUN	2022-01-25	17	427,87
INVERNADA	2022-01-25	17	1291,57
LAJA	2022-01-25	17	1317,27
MACHICURA	2022-01-25	17	257,32
MAULE	2022-01-25	17	2160,34
MELADO	2022-01-25	17	642,02
PANGUE	2022-01-25	17	508,47
POLCURA	2022-01-25	17	735,09
RALCO	2022-01-25	17	720,04
RAPEL	2022-01-25	17	103,89
ANGOSTURA	2022-01-25	18	316,33
CHAPO	2022-01-25	18	235,53
COLBUN	2022-01-25	18	427,86
INVERNADA	2022-01-25	18	1291,58
LAJA	2022-01-25	18	1317,27
MACHICURA	2022-01-25	18	257,28
MAULE	2022-01-25	18	2160,34
MELADO	2022-01-25	18	641,97
PANGUE	2022-01-25	18	508,51
POLCURA	2022-01-25	18	735,12
RALCO	2022-01-25	18	720,02
RAPEL	2022-01-25	18	103,89
ANGOSTURA	2022-01-25	19	316,32
CHAPO	2022-01-25	19	235,52
COLBUN	2022-01-25	19	427,87
INVERNADA	2022-01-25	19	1291,57
LAJA	2022-01-25	19	1317,27
MACHICURA	2022-01-25	19	257,23
MAULE	2022-01-25	19	2160,34
MELADO	2022-01-25	19	641,91
PANGUE	2022-01-25	19	508,53
POLCURA	2022-01-25	19	735,17
RALCO	2022-01-25	19	720,01
RAPEL	2022-01-25	19	103,89
ANGOSTURA	2022-01-25	20	316,3
CHAPO	2022-01-25	20	235,52
COLBUN	2022-01-25	20	427,87
INVERNADA	2022-01-25	20	1291,56
LAJA	2022-01-25	20	1317,27
MACHICURA	2022-01-25	20	257,2
MAULE	2022-01-25	20	2160,34
MELADO	2022-01-25	20	641,73
PANGUE	2022-01-25	20	508,59
POLCURA	2022-01-25	20	735,24
RALCO	2022-01-25	20	720,0
RAPEL	2022-01-25	20	103,89
ANGOSTURA	2022-01-25	21	316,29
CHAPO	2022-01-25	21	235,52
COLBUN	2022-01-25	21	427,87
INVERNADA	2022-01-25	21	1291,53
LAJA	2022-01-25	21	1317,27
MACHICURA	2022-01-25	21	257,28
MAULE	2022-01-25	21	2160,34
MELADO	2022-01-25	21	641,48
PANGUE	2022-01-25	21	508,68
POLCURA	2022-01-25	21	735,31
RALCO	2022-01-25	21	719,97
RAPEL	2022-01-25	21	103,89
ANGOSTURA	2022-01-25	22	316,3
CHAPO	2022-01-25	22	235,52
COLBUN	2022-01-25	22	427,88
INVERNADA	2022-01-25	22	1291,51
LAJA	2022-01-25	22	1317,27
MACHICURA	2022-01-25	22	257,35
MAULE	2022-01-25	22	2160,34
MELADO	2022-01-25	22	641,21
PANGUE	2022-01-25	22	508,82
POLCURA	2022-01-25	22	735,39
RALCO	2022-01-25	22	719,94
RAPEL	2022-01-25	22	103,89
ANGOSTURA	2022-01-25	23	316,3
CHAPO	2022-01-25	23	235,52
COLBUN	2022-01-25	23	427,88
INVERNADA	2022-01-25	23	1291,48
LAJA	2022-01-25	23	1317,27
MACHICURA	2022-01-25	23	257,43
MAULE	2022-01-25	23	2160,34
MELADO	2022-01-25	23	641,04
PANGUE	2022-01-25	23	509,01
POLCURA	2022-01-25	23	735,46
RALCO	2022-01-25	23	719,91
RAPEL	2022-01-25	23	103,89
ANGOSTURA	2022-01-25	24	316,26
CHAPO	2022-01-25	24	235,52
COLBUN	2022-01-25	24	427,88
INVERNADA	2022-01-25	24	1291,46
LAJA	2022-01-25	24	1317,17
MACHICURA	2022-01-25	24	257,46
MAULE	2022-01-25	24	2160,31
MELADO	2022-01-25	24	641,05
PANGUE	2022-01-25	24	509,19
POLCURA	2022-01-25	24	735,52
RALCO	2022-01-25	24	719,87
RAPEL	2022-01-25	24	103,89
ANGOSTURA	2022-01-26	1	316,27
CHAPO	2022-01-26	1	235,52
COLBUN	2022-01-26	1	427,87
INVERNADA	2022-01-26	1	1291,44
LAJA	2022-01-26	1	1317,17
MACHICURA	2022-01-26	1	257,44
MAULE	2022-01-26	1	2160,31
MELADO	2022-01-26	1	641,05
PANGUE	2022-01-26	1	509,36
POLCURA	2022-01-26	1	735,56
RALCO	2022-01-26	1	719,83
RAPEL	2022-01-26	1	103,88
ANGOSTURA	2022-01-26	2	316,29
CHAPO	2022-01-26	2	235,52
COLBUN	2022-01-26	2	427,87
INVERNADA	2022-01-26	2	1291,41
LAJA	2022-01-26	2	1317,17
MACHICURA	2022-01-26	2	257,43
MAULE	2022-01-26	2	2160,31
MELADO	2022-01-26	2	641,16
PANGUE	2022-01-26	2	509,46
POLCURA	2022-01-26	2	735,57
RALCO	2022-01-26	2	719,81
RAPEL	2022-01-26	2	103,88
ANGOSTURA	2022-01-26	3	316,3
CHAPO	2022-01-26	3	235,52
COLBUN	2022-01-26	3	427,86
INVERNADA	2022-01-26	3	1291,38
LAJA	2022-01-26	3	1317,17
MACHICURA	2022-01-26	3	257,38
MAULE	2022-01-26	3	2160,31
MELADO	2022-01-26	3	641,29
PANGUE	2022-01-26	3	509,52
POLCURA	2022-01-26	3	735,59
RALCO	2022-01-26	3	719,81
RAPEL	2022-01-26	3	103,88
ANGOSTURA	2022-01-26	4	316,32
CHAPO	2022-01-26	4	235,52
COLBUN	2022-01-26	4	427,86
INVERNADA	2022-01-26	4	1291,35
LAJA	2022-01-26	4	1317,17
MACHICURA	2022-01-26	4	257,36
MAULE	2022-01-26	4	2160,31
MELADO	2022-01-26	4	641,4
PANGUE	2022-01-26	4	509,55
POLCURA	2022-01-26	4	735,62
RALCO	2022-01-26	4	719,8
RAPEL	2022-01-26	4	103,88
ANGOSTURA	2022-01-26	5	316,33
CHAPO	2022-01-26	5	235,52
COLBUN	2022-01-26	5	427,84
INVERNADA	2022-01-26	5	1291,32
LAJA	2022-01-26	5	1317,17
MACHICURA	2022-01-26	5	257,37
MAULE	2022-01-26	5	2160,31
MELADO	2022-01-26	5	641,51
PANGUE	2022-01-26	5	509,56
POLCURA	2022-01-26	5	735,61
RALCO	2022-01-26	5	719,79
RAPEL	2022-01-26	5	103,88
ANGOSTURA	2022-01-26	6	316,35
CHAPO	2022-01-26	6	235,52
COLBUN	2022-01-26	6	427,83
INVERNADA	2022-01-26	6	1291,3
LAJA	2022-01-26	6	1317,17
MACHICURA	2022-01-26	6	257,37
MAULE	2022-01-26	6	2160,31
MELADO	2022-01-26	6	641,62
PANGUE	2022-01-26	6	509,55
POLCURA	2022-01-26	6	735,61
RALCO	2022-01-26	6	719,79
RAPEL	2022-01-26	6	103,88
ANGOSTURA	2022-01-26	7	316,36
CHAPO	2022-01-26	7	235,52
COLBUN	2022-01-26	7	427,82
INVERNADA	2022-01-26	7	1291,28
LAJA	2022-01-26	7	1317,17
MACHICURA	2022-01-26	7	257,38
MAULE	2022-01-26	7	2160,31
MELADO	2022-01-26	7	641,7
PANGUE	2022-01-26	7	509,55
POLCURA	2022-01-26	7	735,59
RALCO	2022-01-26	7	719,79
RAPEL	2022-01-26	7	103,88
ANGOSTURA	2022-01-26	8	316,38
CHAPO	2022-01-26	8	235,52
COLBUN	2022-01-26	8	427,82
INVERNADA	2022-01-26	8	1291,26
LAJA	2022-01-26	8	1317,17
MACHICURA	2022-01-26	8	257,38
MAULE	2022-01-26	8	2160,31
MELADO	2022-01-26	8	641,58
PANGUE	2022-01-26	8	509,55
POLCURA	2022-01-26	8	735,61
RALCO	2022-01-26	8	719,77
RAPEL	2022-01-26	8	103,88
ANGOSTURA	2022-01-26	9	316,39
CHAPO	2022-01-26	9	235,52
COLBUN	2022-01-26	9	427,82
INVERNADA	2022-01-26	9	1291,26
LAJA	2022-01-26	9	1317,17
MACHICURA	2022-01-26	9	257,4
MAULE	2022-01-26	9	2160,31
MELADO	2022-01-26	9	641,64
PANGUE	2022-01-26	9	509,55
POLCURA	2022-01-26	9	735,59
RALCO	2022-01-26	9	719,77
RAPEL	2022-01-26	9	103,88
ANGOSTURA	2022-01-26	10	316,4
CHAPO	2022-01-26	10	235,52
COLBUN	2022-01-26	10	427,82
INVERNADA	2022-01-26	10	1291,27
LAJA	2022-01-26	10	1317,17
MACHICURA	2022-01-26	10	257,36
MAULE	2022-01-26	10	2160,31
MELADO	2022-01-26	10	641,65
PANGUE	2022-01-26	10	509,56
POLCURA	2022-01-26	10	735,59
RALCO	2022-01-26	10	719,77
RAPEL	2022-01-26	10	103,88
ANGOSTURA	2022-01-26	11	316,42
CHAPO	2022-01-26	11	235,52
COLBUN	2022-01-26	11	427,83
INVERNADA	2022-01-26	11	1291,27
LAJA	2022-01-26	11	1317,17
MACHICURA	2022-01-26	11	257,32
MAULE	2022-01-26	11	2160,31
MELADO	2022-01-26	11	641,62
PANGUE	2022-01-26	11	509,55
POLCURA	2022-01-26	11	735,56
RALCO	2022-01-26	11	719,77
RAPEL	2022-01-26	11	103,88
ANGOSTURA	2022-01-26	12	316,43
CHAPO	2022-01-26	12	235,52
COLBUN	2022-01-26	12	427,83
INVERNADA	2022-01-26	12	1291,27
LAJA	2022-01-26	12	1317,17
MACHICURA	2022-01-26	12	257,3
MAULE	2022-01-26	12	2160,31
MELADO	2022-01-26	12	641,57
PANGUE	2022-01-26	12	509,53
POLCURA	2022-01-26	12	735,56
RALCO	2022-01-26	12	719,78
RAPEL	2022-01-26	12	103,88
ANGOSTURA	2022-01-26	13	316,42
CHAPO	2022-01-26	13	235,52
COLBUN	2022-01-26	13	427,83
INVERNADA	2022-01-26	13	1291,26
LAJA	2022-01-26	13	1317,17
MACHICURA	2022-01-26	13	257,27
MAULE	2022-01-26	13	2160,31
MELADO	2022-01-26	13	641,51
PANGUE	2022-01-26	13	509,52
POLCURA	2022-01-26	13	735,57
RALCO	2022-01-26	13	719,78
RAPEL	2022-01-26	13	103,88
ANGOSTURA	2022-01-26	14	316,41
CHAPO	2022-01-26	14	235,52
COLBUN	2022-01-26	14	427,84
INVERNADA	2022-01-26	14	1291,25
LAJA	2022-01-26	14	1317,17
MACHICURA	2022-01-26	14	257,24
MAULE	2022-01-26	14	2160,31
MELADO	2022-01-26	14	641,46
PANGUE	2022-01-26	14	509,51
POLCURA	2022-01-26	14	735,61
RALCO	2022-01-26	14	719,78
RAPEL	2022-01-26	14	103,88
ANGOSTURA	2022-01-26	15	316,39
CHAPO	2022-01-26	15	235,51
COLBUN	2022-01-26	15	427,84
INVERNADA	2022-01-26	15	1291,25
LAJA	2022-01-26	15	1317,17
MACHICURA	2022-01-26	15	257,23
MAULE	2022-01-26	15	2160,31
MELADO	2022-01-26	15	641,4
PANGUE	2022-01-26	15	509,51
POLCURA	2022-01-26	15	735,57
RALCO	2022-01-26	15	719,78
RAPEL	2022-01-26	15	103,88
ANGOSTURA	2022-01-26	16	316,38
CHAPO	2022-01-26	16	235,51
COLBUN	2022-01-26	16	427,84
INVERNADA	2022-01-26	16	1291,25
LAJA	2022-01-26	16	1317,17
MACHICURA	2022-01-26	16	257,18
MAULE	2022-01-26	16	2160,31
MELADO	2022-01-26	16	641,36
PANGUE	2022-01-26	16	509,5
POLCURA	2022-01-26	16	735,6
RALCO	2022-01-26	16	719,78
RAPEL	2022-01-26	16	103,88
ANGOSTURA	2022-01-26	17	316,37
CHAPO	2022-01-26	17	235,51
COLBUN	2022-01-26	17	427,85
INVERNADA	2022-01-26	17	1291,25
LAJA	2022-01-26	17	1317,17
MACHICURA	2022-01-26	17	257,14
MAULE	2022-01-26	17	2160,31
MELADO	2022-01-26	17	641,33
PANGUE	2022-01-26	17	509,5
POLCURA	2022-01-26	17	735,68
RALCO	2022-01-26	17	719,78
RAPEL	2022-01-26	17	103,88
ANGOSTURA	2022-01-26	18	316,36
CHAPO	2022-01-26	18	235,51
COLBUN	2022-01-26	18	427,85
INVERNADA	2022-01-26	18	1291,25
LAJA	2022-01-26	18	1317,17
MACHICURA	2022-01-26	18	257,1
MAULE	2022-01-26	18	2160,31
MELADO	2022-01-26	18	641,28
PANGUE	2022-01-26	18	509,5
POLCURA	2022-01-26	18	735,73
RALCO	2022-01-26	18	719,78
RAPEL	2022-01-26	18	103,88
ANGOSTURA	2022-01-26	19	316,34
CHAPO	2022-01-26	19	235,5
COLBUN	2022-01-26	19	427,85
INVERNADA	2022-01-26	19	1291,25
LAJA	2022-01-26	19	1317,17
MACHICURA	2022-01-26	19	257,05
MAULE	2022-01-26	19	2160,31
MELADO	2022-01-26	19	641,2
PANGUE	2022-01-26	19	509,51
POLCURA	2022-01-26	19	735,83
RALCO	2022-01-26	19	719,78
RAPEL	2022-01-26	19	103,88
ANGOSTURA	2022-01-26	20	316,33
CHAPO	2022-01-26	20	235,5
COLBUN	2022-01-26	20	427,86
INVERNADA	2022-01-26	20	1291,24
LAJA	2022-01-26	20	1317,17
MACHICURA	2022-01-26	20	257,01
MAULE	2022-01-26	20	2160,31
MELADO	2022-01-26	20	641,11
PANGUE	2022-01-26	20	509,51
POLCURA	2022-01-26	20	735,84
RALCO	2022-01-26	20	719,77
RAPEL	2022-01-26	20	103,88
ANGOSTURA	2022-01-26	21	316,32
CHAPO	2022-01-26	21	235,5
COLBUN	2022-01-26	21	427,86
INVERNADA	2022-01-26	21	1291,21
LAJA	2022-01-26	21	1317,17
MACHICURA	2022-01-26	21	257,04
MAULE	2022-01-26	21	2160,31
MELADO	2022-01-26	21	641,0
PANGUE	2022-01-26	21	509,51
POLCURA	2022-01-26	21	735,77
RALCO	2022-01-26	21	719,77
RAPEL	2022-01-26	21	103,88
ANGOSTURA	2022-01-26	22	316,33
CHAPO	2022-01-26	22	235,49
COLBUN	2022-01-26	22	427,84
INVERNADA	2022-01-26	22	1291,19
LAJA	2022-01-26	22	1317,17
MACHICURA	2022-01-26	22	257,21
MAULE	2022-01-26	22	2160,31
MELADO	2022-01-26	22	641,08
PANGUE	2022-01-26	22	509,5
POLCURA	2022-01-26	22	735,74
RALCO	2022-01-26	22	719,76
RAPEL	2022-01-26	22	103,88
ANGOSTURA	2022-01-26	23	316,34
CHAPO	2022-01-26	23	235,49
COLBUN	2022-01-26	23	427,81
INVERNADA	2022-01-26	23	1291,2
LAJA	2022-01-26	23	1317,17
MACHICURA	2022-01-26	23	257,34
MAULE	2022-01-26	23	2160,31
MELADO	2022-01-26	23	641,21
PANGUE	2022-01-26	23	509,51
POLCURA	2022-01-26	23	735,72
RALCO	2022-01-26	23	719,76
RAPEL	2022-01-26	23	103,88
ANGOSTURA	2022-01-26	24	316,35
CHAPO	2022-01-26	24	235,49
COLBUN	2022-01-26	24	427,79
INVERNADA	2022-01-26	24	1291,2
LAJA	2022-01-26	24	1317,07
MACHICURA	2022-01-26	24	257,41
MAULE	2022-01-26	24	2160,29
MELADO	2022-01-26	24	641,35
PANGUE	2022-01-26	24	509,56
POLCURA	2022-01-26	24	735,72
RALCO	2022-01-26	24	719,74
RAPEL	2022-01-26	24	103,88
ANGOSTURA	2022-01-27	1	316,37
CHAPO	2022-01-27	1	235,49
COLBUN	2022-01-27	1	427,76
INVERNADA	2022-01-27	1	1291,16
LAJA	2022-01-27	1	1317,07
MACHICURA	2022-01-27	1	257,5
MAULE	2022-01-27	1	2160,29
MELADO	2022-01-27	1	641,4
PANGUE	2022-01-27	1	509,6
POLCURA	2022-01-27	1	735,7
RALCO	2022-01-27	1	719,72
RAPEL	2022-01-27	1	103,87
ANGOSTURA	2022-01-27	2	316,39
CHAPO	2022-01-27	2	235,49
COLBUN	2022-01-27	2	427,76
INVERNADA	2022-01-27	2	1291,14
LAJA	2022-01-27	2	1317,07
MACHICURA	2022-01-27	2	257,47
MAULE	2022-01-27	2	2160,29
MELADO	2022-01-27	2	641,4
PANGUE	2022-01-27	2	509,64
POLCURA	2022-01-27	2	735,69
RALCO	2022-01-27	2	719,72
RAPEL	2022-01-27	2	103,87
ANGOSTURA	2022-01-27	3	316,41
CHAPO	2022-01-27	3	235,49
COLBUN	2022-01-27	3	427,76
INVERNADA	2022-01-27	3	1291,12
LAJA	2022-01-27	3	1317,07
MACHICURA	2022-01-27	3	257,43
MAULE	2022-01-27	3	2160,29
MELADO	2022-01-27	3	641,45
PANGUE	2022-01-27	3	509,66
POLCURA	2022-01-27	3	735,63
RALCO	2022-01-27	3	719,71
RAPEL	2022-01-27	3	103,87
ANGOSTURA	2022-01-27	4	316,43
CHAPO	2022-01-27	4	235,49
COLBUN	2022-01-27	4	427,76
INVERNADA	2022-01-27	4	1291,09
LAJA	2022-01-27	4	1317,07
MACHICURA	2022-01-27	4	257,41
MAULE	2022-01-27	4	2160,29
MELADO	2022-01-27	4	641,58
PANGUE	2022-01-27	4	509,65
POLCURA	2022-01-27	4	735,65
RALCO	2022-01-27	4	719,7
RAPEL	2022-01-27	4	103,87
ANGOSTURA	2022-01-27	5	316,45
CHAPO	2022-01-27	5	235,49
COLBUN	2022-01-27	5	427,75
INVERNADA	2022-01-27	5	1291,06
LAJA	2022-01-27	5	1317,07
MACHICURA	2022-01-27	5	257,39
MAULE	2022-01-27	5	2160,29
MELADO	2022-01-27	5	641,59
PANGUE	2022-01-27	5	509,66
POLCURA	2022-01-27	5	735,67
RALCO	2022-01-27	5	719,69
RAPEL	2022-01-27	5	103,87
ANGOSTURA	2022-01-27	6	316,47
CHAPO	2022-01-27	6	235,48
COLBUN	2022-01-27	6	427,75
INVERNADA	2022-01-27	6	1291,04
LAJA	2022-01-27	6	1317,07
MACHICURA	2022-01-27	6	257,38
MAULE	2022-01-27	6	2160,29
MELADO	2022-01-27	6	641,56
PANGUE	2022-01-27	6	509,66
POLCURA	2022-01-27	6	735,66
RALCO	2022-01-27	6	719,69
RAPEL	2022-01-27	6	103,87
ANGOSTURA	2022-01-27	7	316,46
CHAPO	2022-01-27	7	235,47
COLBUN	2022-01-27	7	427,75
INVERNADA	2022-01-27	7	1291,02
LAJA	2022-01-27	7	1317,07
MACHICURA	2022-01-27	7	257,39
MAULE	2022-01-27	7	2160,29
MELADO	2022-01-27	7	641,47
PANGUE	2022-01-27	7	509,67
POLCURA	2022-01-27	7	735,66
RALCO	2022-01-27	7	719,68
RAPEL	2022-01-27	7	103,87
ANGOSTURA	2022-01-27	8	316,39
CHAPO	2022-01-27	8	235,47
COLBUN	2022-01-27	8	427,76
INVERNADA	2022-01-27	8	1290,99
LAJA	2022-01-27	8	1317,07
MACHICURA	2022-01-27	8	257,39
MAULE	2022-01-27	8	2160,29
MELADO	2022-01-27	8	641,37
PANGUE	2022-01-27	8	509,67
POLCURA	2022-01-27	8	735,61
RALCO	2022-01-27	8	719,67
RAPEL	2022-01-27	8	103,87
ANGOSTURA	2022-01-27	9	316,34
CHAPO	2022-01-27	9	235,47
COLBUN	2022-01-27	9	427,76
INVERNADA	2022-01-27	9	1290,99
LAJA	2022-01-27	9	1317,07
MACHICURA	2022-01-27	9	257,4
MAULE	2022-01-27	9	2160,29
MELADO	2022-01-27	9	641,39
PANGUE	2022-01-27	9	509,67
POLCURA	2022-01-27	9	735,6
RALCO	2022-01-27	9	719,68
RAPEL	2022-01-27	9	103,87
ANGOSTURA	2022-01-27	10	316,37
CHAPO	2022-01-27	10	235,47
COLBUN	2022-01-27	10	427,76
INVERNADA	2022-01-27	10	1290,98
LAJA	2022-01-27	10	1317,07
MACHICURA	2022-01-27	10	257,36
MAULE	2022-01-27	10	2160,29
MELADO	2022-01-27	10	641,51
PANGUE	2022-01-27	10	509,66
POLCURA	2022-01-27	10	735,57
RALCO	2022-01-27	10	719,68
RAPEL	2022-01-27	10	103,87
ANGOSTURA	2022-01-27	11	316,39
CHAPO	2022-01-27	11	235,47
COLBUN	2022-01-27	11	427,76
INVERNADA	2022-01-27	11	1290,97
LAJA	2022-01-27	11	1317,07
MACHICURA	2022-01-27	11	257,34
MAULE	2022-01-27	11	2160,29
MELADO	2022-01-27	11	641,61
PANGUE	2022-01-27	11	509,64
POLCURA	2022-01-27	11	735,55
RALCO	2022-01-27	11	719,68
RAPEL	2022-01-27	11	103,87
ANGOSTURA	2022-01-27	12	316,4
